color,species,total_length_(cm),total_weight_(g),defect,image
Medium,Loligo,10.0,44.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/ca14d42a-fe2b-40d7-a061-3b82a1c38b07.jpg
Medium,Loligo,13.0,66.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/e201b8ee-fd35-4bbe-9a2a-4ba36df3b7be.jpg
Medium,Loligo,12.0,50.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/c4ec0e6e-b56c-4803-891b-8c685cb9a798.jpg
Medium,Loligo,12.0,56.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/cd7b90ea-7282-4fdb-a14d-02854fa0e720.jpg
Medium,Loligo,11.0,46.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/614064c4-7c05-419d-9429-b49fe8fff5f8.jpg
Medium,Loligo,11.0,52.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/83d9b4bc-0e64-4b84-8479-d9effd245c13.jpg
Medium,Loligo,12.0,68.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/e7297759-9266-4180-a012-2a8748ddc011.jpg
Medium,Loligo,11.0,60.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/6fa323a7-3256-465d-8076-529cb9356223.jpg
Medium,Loligo,10.0,42.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/a634efeb-0ee5-4e6d-b808-13778eaf45b1.jpg
Medium,Loligo,10.0,46.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/01faddef-4264-4cd5-a02e-b9ceba1077f4.jpg
Medium,Loligo,11.0,50.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/271c6d4d-b166-4f0a-8070-8d1a280cbf70.jpg
Medium,Loligo,9.0,40.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/378cf2d4-20f0-4662-a0ea-01bf1a24aa40.jpg
Medium,Loligo,12.0,58.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/bc146be8-7076-464c-abde-2a16712e4b30.jpg
Medium,Loligo,12.0,56.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/df377732-8e9d-4e63-a316-226057d38bce.jpg
Medium,Loligo,11.0,36.0,"[""Headless"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/fb4626e3-5a58-411f-ada9-c4cfd3a005d6.jpg
Medium,Loligo,9.0,35.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/c3ceed28-e589-4695-9795-49f4d456ad3f.jpg
Medium,Loligo,10.0,40.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/cd2016fd-9d31-4cab-ac9b-64b9c02c7cef.jpg
Medium,Loligo,10.0,42.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/a53fd860-25c8-41e3-aa49-72f842bd9ba9.jpg
Medium,Loligo,10.0,48.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/71cfe8d0-828d-4d96-9ae7-bb36593e609f.jpg
Medium,Loligo,9.0,38.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/4d623962-1882-42a2-9a1a-86c8a446159b.jpg
Medium,Loligo,11.0,56.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/c11f3df2-66ae-4bf7-9dad-d68bdb66e808.jpg
Medium,Loligo,10.0,48.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/07bd5ac7-321a-4335-affd-82530e524739.jpg
Medium,Loligo,10.0,48.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/29c2d0b5-7f65-40b0-85a5-ee1679861113.jpg
Medium,Loligo,10.0,24.0,"[""Headless"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/bfd82c2f-d2d0-4718-8ce0-caaf93b0043f.jpg
Medium,Loligo,11.0,62.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/31209e77-3d6e-4c16-bd5c-29a5d0b0fb94.jpg
Medium,Loligo,12.0,40.0,"[""Headless"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/8a892194-5fdd-4bf0-9bdb-fa9874aa3b87.jpg
Medium,Loligo,9.0,35.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/2e634a82-a132-4f0d-88a0-defd40b7abc6.jpg
Medium,Loligo,10.0,42.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/63f87fe4-d57e-4cbf-afab-9386fb47eaee.jpg
Medium,Loligo,10.0,42.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/da7440b4-8ab6-47b6-883d-5b1545055da1.jpg
Medium,Loligo,10.0,42.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/bda711dd-e4af-41b0-85c1-917e4c8ee4aa.jpg
Medium,Loligo,10.0,42.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/8f1cf3f5-446b-44db-9eda-c5e28e87f8ba.jpg
Medium,Loligo,10.0,42.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/b6b42b66-e8e9-4771-88b4-9abc0a5ae3d9.jpg
Medium,Loligo,10.0,44.0,"[""Skinless"",""Whole""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/b15cdf0c-72c8-4639-a62b-de52a3d0013b.jpg
Medium,Loligo,11.0,62.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/05dac82e-b287-4470-9b69-cc8f33356732.jpg
Medium,Loligo,9.0,44.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/a3262380-c57f-4d89-a692-4486a4701a72.jpg
Medium,Loligo,12.0,54.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/98b49213-ae1f-4b00-a196-5d25573b1f82.jpg
Medium,Loligo,8.0,32.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/caa67b90-aa2e-40da-9acf-488d0d72e37f.jpg
Medium,Loligo,11.0,40.0,"[""Skinless"",""Headless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/2448e4c1-e2fd-495a-8e53-175f63174f86.jpg
Medium,Loligo,11.0,50.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/aa5db5ac-5274-4ae7-b9f7-32eeef0ecf67.jpg
Medium,Loligo,10.0,46.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/48901e68-187c-48eb-987d-720e1fc0d637.jpg
Medium,Loligo,10.0,50.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/578a2c34-09fd-4acf-83e1-c86aa8447f8c.jpg
Medium,Loligo,11.0,32.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/3c89cfd3-45f1-411d-ae41-c93af57fdff6.jpg
Medium,Loligo,11.0,53.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/ed854e2b-5fb1-42f2-b6b8-e933080d17d4.jpg
Medium,Loligo,7.0,18.0,"[""Skinless"",""Headless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/56ad2346-516b-4a1d-b3b5-5b5441ab9f1c.jpg
Medium,Loligo,9.0,26.0,"[""Skinless"",""Headless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/0f089615-da45-462c-9ac8-49c41c3b0e4d.jpg
Medium,Loligo,9.0,34.0,"[""Skinless"",""Headless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/f26ccf54-260d-4124-9365-23606ccbc75d.jpg
Medium,Loligo,8.0,20.0,"[""Headless"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/9cfdbda8-1243-43ac-88b5-17699031aff4.jpg
Medium,Loligo,10.0,34.0,"[""Headless"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/dc9463c8-1790-4262-8c59-dd0cdcbb1e90.jpg
Medium,Loligo,10.0,30.0,"[""Skinless"",""Headless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/c2cf652b-3112-4796-a341-ebff2ad8584c.jpg
Medium,Loligo,9.0,42.0,"[""Skinless"",""Whole""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/02006764-e005-4563-88d8-2b03e86e78f3.jpg
Medium,Loligo,9.0,38.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/f8fce9df-ed4b-43c2-b05d-14c585c476ad.jpg
Medium,Loligo,10.0,50.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/c0b669ce-3000-407a-adb4-15f24d7e5329.jpg
Medium,Loligo,13.0,84.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/1aa2ef69-a665-47bc-9bae-dd0daa9e6bcc.jpg
Medium,Loligo,10.0,42.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/3011d566-6e17-4b0f-b970-c5877a127a19.jpg
Medium,Loligo,12.0,64.0,"[""Whole""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/52b589ff-dab2-4f20-bb43-c65859f5b043.jpg
Medium,Loligo,18.0,138.0,"[""Whole""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/870d5c45-8dfc-4676-8ea6-086a4e3affa4.jpg
Medium,Loligo,15.0,116.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/6decf3dc-7d6d-425e-bf5e-104d8bd0002d.jpg
Medium,Loligo,12.0,58.0,"[""Whole""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/0cc192c7-9985-457d-890c-62a83609c174.jpg
Medium,Loligo,14.0,86.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/56400352-b337-41bb-866e-029cd249e1fa.jpg
Medium,Loligo,12.0,78.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/3f836a9a-e996-4ab5-974c-9224cdddf86f.jpg
Medium,Loligo,11.0,64.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/66a8cfb6-19a5-4782-bb22-a4479cde0077.jpg
Medium,Loligo,13.0,76.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/fb9f7734-2181-4fe4-bde6-17c40aa218d6.jpg
Medium,Loligo,12.0,74.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/b7f39d0b-d10f-4835-b144-d04c38f99caf.jpg
Medium,Loligo,12.0,68.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/7c9154b9-716d-41f0-a4e4-bca38ef6b2b2.jpg
Medium,Loligo,12.0,64.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/ed02f327-6762-4cde-aa70-b0962492d6e9.jpg
Medium,Loligo,14.0,84.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/febf41c2-5387-4190-9d2e-6f0e90ae790c.jpg
Medium,Loligo,15.0,88.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/ee86f739-4197-44ad-88bd-e42687c79e3f.jpg
Medium,Loligo,12.0,74.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/dbbd3075-aca3-4435-ac49-ee517ba56bd9.jpg
Medium,Loligo,13.0,84.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/400bb2c4-78ee-4014-a356-a135b63cb045.jpg
Medium,Loligo,13.0,86.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/1b4196b8-109e-4b39-a5b6-f4dd31c48a83.jpg
Medium,Loligo,12.0,74.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/d469955e-a811-41b0-99fb-3e3499eba6c8.jpg
Medium,Loligo,11.0,54.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/99b4489b-9c4f-4c9d-b126-e7f3e5de3015.jpg
Medium,Loligo,11.0,62.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/969cf28b-1b53-48e5-bb1e-15658c02ec99.jpg
Medium,Loligo,13.0,72.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/b68d5e24-fd67-496d-b072-3e9ac1178b54.jpg
Medium,Loligo,12.0,64.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/c4099ec6-383f-4df1-8795-8b25ed9d10d2.jpg
Medium,Loligo,12.0,60.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/ea7093fd-deb2-495d-95e4-790b0486cb2d.jpg
Medium,Loligo,12.0,64.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/b33ba98f-3e63-4c93-8d55-9e3654e3af22.jpg
Medium,Loligo,11.0,56.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/4f6f2e0a-f63d-41e1-b2e6-bf5e76a746f7.jpg
Medium,Loligo,12.0,66.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/98689d54-3033-4496-b011-173e148674e7.jpg
Medium,Loligo,10.0,44.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/0a676902-dd9f-4e6b-962e-0482e9fa7030.jpg
Medium,Loligo,7.0,20.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/0b75519d-414a-4388-a2b4-77e3a7807a0b.jpg
Medium,Loligo,11.0,52.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/4766db36-037e-4919-b517-b350cf5abb7d.jpg
Medium,Loligo,11.0,50.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/0c61cbc4-4948-448c-b31a-5440c481806f.jpg
Medium,Loligo,12.0,66.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/6a7b9728-579c-4471-9017-079fcfe4d2f3.jpg
Medium,Loligo,11.0,54.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/e14a15af-1074-4b06-87da-10a48d5136f6.jpg
Medium,Loligo,13.0,62.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/b7f23db2-d495-4aad-ad6d-12f83a6aed80.jpg
Medium,Loligo,9.0,42.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/6c895150-22eb-41d0-a242-908a8fb4e1cc.jpg
Medium,Loligo,10.0,46.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/3d4a3c2f-0cf8-45b3-bf53-ad22fbaf2844.jpg
Medium,Loligo,13.0,74.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/7b707a98-e18a-42be-ad76-ed951e932dcd.jpg
Medium,Loligo,10.0,46.0,"[""Whole""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/3662e15f-4342-44ae-87bc-92e2cef9c596.jpg
Medium,Loligo,8.0,30.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/f9b9c8af-8e98-407c-a213-0489a9e2bdf2.jpg
Medium,Loligo,11.0,52.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/3ad1f5a0-114e-4fda-9ac0-9f3f8247ed98.jpg
Medium,Loligo,10.0,42.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/e411d089-8015-4809-95b7-822def07014f.jpg
Medium,Loligo,9.0,32.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/7e47b43f-9e6f-431f-a8fa-145a1030cc07.jpg
Medium,Loligo,10.0,42.0,"[""Skinless"",""Whole""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/5c9abc22-0753-44bb-85af-c87db2705d7f.jpg
Medium,Loligo,8.0,36.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/2cdacebc-d16e-406b-9243-7b2770e60d44.jpg
Medium,Loligo,11.0,38.0,"[""Skinless"",""Headless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/8de209dd-ce8b-490f-8adb-01ea44c44712.jpg
Medium,Loligo,10.0,46.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/79b4816c-71aa-4a4a-809a-0eaed9a1d9df.jpg
Medium,Loligo,9.0,38.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/f2ed53ec-169b-48c9-93eb-2edbf70079d8.jpg
Medium,Loligo,8.0,34.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/27a84eab-7029-4563-8a74-5d3acf648e05.jpg
Medium,Loligo,9.0,26.0,"[""Headless"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/ab12af98-a082-46c5-b43c-0f20e6c6d5ae.jpg
Medium,Loligo,7.0,26.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/8ae14ac9-d5b9-4406-b0cc-55c517c12911.jpg
Medium,Loligo,11.0,50.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/39083b93-831b-4391-a7b1-2398f3d6ff99.jpg
Medium,Loligo,14.0,90.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/e93cc774-38a3-4646-8aa6-0e162347917f.jpg
Medium,Loligo,9.0,34.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/1d67bd84-cd29-42a1-9b70-8fee20f93f86.jpg
Medium,Loligo,11.0,52.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/6b0b405c-1456-455d-83c9-268b80e550da.jpg
Medium,Loligo,14.0,90.0,"[""Whole""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/00fb93fb-31dd-44dd-a8dc-97c8e318d093.jpg
Medium,Loligo,11.0,56.0,"[""Whole""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/0cdec35b-b336-4b13-b021-e39355d458e9.jpg
Medium,Loligo,10.0,32.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/c2b0641f-be6e-4857-9670-c58fcb2a3691.jpg
Medium,Loligo,10.0,42.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/8f8c455f-f90a-4487-8faf-c7b5e4cf567c.jpg
Medium,Loligo,11.0,50.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/001652b1-6282-4368-8399-8caff9864499.jpg
Medium,Loligo,10.0,42.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/eef8dbb3-ce0f-4915-bbad-8ebe9c446966.jpg
Medium,Loligo,8.0,28.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/1d58e940-709b-49a9-b9ae-ee335d0843b9.jpg
Medium,Loligo,11.0,32.0,"[""Skinless"",""Headless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/23c65e53-3a20-4e4b-9ca6-e772f1f2917a.jpg
Medium,Loligo,9.0,32.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/18c73010-4b99-4cb4-aaa9-979e6e279684.jpg
Medium,Loligo,9.0,28.0,"[""Headless"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/6d72733c-9131-478c-bda8-b4f1dd16a605.jpg
Medium,Loligo,12.0,70.0,"[""Whole""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/172d281c-4126-4f97-a445-f596ea3431ff.jpg
Medium,Loligo,12.0,56.0,"[""Whole""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/b43e11fb-136b-4f9a-9517-566f7b01443f.jpg
Medium,Loligo,10.0,44.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/c46c40c0-ea01-40de-b9de-a2388be3ed1c.jpg
Medium,Loligo,11.0,34.0,"[""Skinless"",""Headless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/fb50754c-07ae-4d8d-8f3c-cfbd86044219.jpg
Medium,Loligo,12.0,60.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/a806acc5-d567-4601-a306-c96551a2027d.jpg
Medium,Loligo,9.0,34.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/a898b8a0-4346-4811-bb6a-d9388c16e9d6.jpg
Medium,Loligo,10.0,38.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/8916f478-3479-423f-8b5a-629678845176.jpg
Medium,Loligo,9.0,28.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/1a0308bf-ffc7-4f06-ad9f-ba98a3ff71df.jpg
Medium,Loligo,11.0,24.0,"[""Headless"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/af7a82cf-0e7c-4c44-84cd-f776b11e5607.jpg
Medium,Loligo,10.0,36.0,"[""Whole"",""Skinless""]",https://storage.googleapis.com/upload-raw-images/tallyvision-camera-08/2025/4/8/tallyvision_qc/6693c05f-a7ff-4197-ae1c-f5835131683c.jpg
